Sort Order,Investment_ID,Investment_Name,Program_Form_Set_ID,Program_Form_Set_Name,Agency_ID,Agency_Name,Program_ID,Program_Name,Impact_Area_ID,Impact_Area,Outcome_Type_ID,Outcome_Type_Name,Standard_Outcome_ID,Strategy_ID,Strategy_Name,Outcome_Indicator_Type_ID,Outcome_Indicator_Type_Name,Standard_Outcome_Indicator_ID,Outcome_Indicator_ID,Outcome_Indicator_Name,Form_Status,Form_Section_ID,Form_Section_Header,Unique Count July 2019,Unique Count August 2019,Unique Count September 2019,Annual Target 2019 (if applicable)
986,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11864,631953,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14845,Is anyone BETTER OFF?,21806,935050,# & % of participating 3rd grade students narrowing reading proficiency gap by the end of the school year (even if students are not reading at grade level) (Better Off) SSIC 1.1A,Submitted,135358,Better Off,0,0,0,8
987,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11864,631953,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14845,Is anyone BETTER OFF?,21818,935057,# & % of participating 3rd grade students passing 3rd grade STAAR reading assessment (Better Off) SSIC 1.1A,Submitted,135358,Better Off,0,0,0,8
988,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11864,631953,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14845,Is anyone BETTER OFF?,21814,935055,# & % of participating 3rd grade students with reading proficiency at or above grade level by the end of the school year (as assessed by either school or program) (Better Off) SSIC 1.1A,Submitted,135358,Better Off,0,0,0,8
989,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11864,631953,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14844,How WELL did we do it?,21796,935045,# & % of participating students with at least one adult (e.g. family member or mentor - NOT PROGRAM STAFF) with an active role supporting progress towards grade level reading proficiency (How Much) SSIC 1.1A,Submitted,135360,How Well,19,25,28,35
990,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11864,631953,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14844,How WELL did we do it?,21786,935037,# & % of students enrolled in program who are in 1st grade (How Much) SSIC 1.1A,Submitted,135360,How Well,1,5,6,10
991,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11864,631953,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14844,How WELL did we do it?,21788,935038,# & % of students enrolled in program who are in 2nd grade (How Much) SSIC 1.1A,Submitted,135360,How Well,5,14,15,15
992,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11864,631953,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14844,How WELL did we do it?,21790,935039,# & % of students enrolled in program who are in 3rd grade (How Much) SSIC 1.1A,Submitted,135360,How Well,2,12,13,10
993,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11864,631953,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14844,How WELL did we do it?,21808,935051,# & % total of participating 1st-3rd grade students narrowing reading proficiency gap by the end of the school year (even if students are not reading at grade level) (Better Off) SSIC 1.1A,Submitted,135360,How Well,0,0,0,26
994,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11864,631953,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14845,Is anyone BETTER OFF?,21816,935056,# & % total of participating 1st-3rd grade students with reading proficiency at or above grade level by the end of the school year (as assessed by either school or program) (Better Off) SSIC 1.1A,Submitted,135358,Better Off,0,0,0,28
995,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11864,631953,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14844,How WELL did we do it?,21810,935052,# & Percent of participating 1st grade students with reading proficiency at or above grade level by the end of the school year (as assessed by either school or program) (Better Off) SSIC 1.1A,Submitted,135360,How Well,0,0,0,8
996,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11864,631953,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14843,How MUCH did we do?,21791,935040,# total of 1st-3rd grade students enrolled in program (How Much) SSIC 1.1A,Submitted,135352,How Much,31,31,34,35
997,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11864,631953,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14845,Is anyone BETTER OFF?,21811,935053,% of participating 1st grade students with reading proficiency at or above grade level by the end of the school year (as assessed by either school or program) (Better Off) SSIC 1.1A,Submitted,135358,Better Off,0,0,0,8
998,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11864,631953,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14843,How MUCH did we do?,21795,935044,% of participating 1st-3rd grade students assessed as at risk of becoming off-track to achieve reading proficiency at or above grade level by the end of the school year (at time of enrollment) (How Much) SSIC 1.1A,Submitted,135352,How Much,0,0,0,20
999,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11864,631953,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14843,How MUCH did we do?,21793,935042,% of participating 1st-3rd grade students assessed as off-track to achieve reading proficiency at or above grade level by the end of the school year (at time of enrollment) (How Much) SSIC 1.1A,Submitted,135352,How Much,0,0,0,15
1000,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11865,631960,"Increase the number of engaging, culturally appropriate, innovative and relevant math activities for youth in grades 5 through 8. (Indicator 1.2)",14844,How WELL did we do it?,21823,935067,# & % of participating 5th grade students narrowing math proficiency gap by the end of the school year (even if students are not math proficient at grade level) (Better Off) SSIC 1.2A,Submitted,135360,How Well,0,0,0,3
1001,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11865,631960,"Increase the number of engaging, culturally appropriate, innovative and relevant math activities for youth in grades 5 through 8. (Indicator 1.2)",14844,How WELL did we do it?,21833,935072,# & % of participating 5th grade students passing 5th grade STAAR math assessment (Better Off) SSIC 1.2A,Submitted,135360,How Well,0,0,0,4
1002,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11865,631960,"Increase the number of engaging, culturally appropriate, innovative and relevant math activities for youth in grades 5 through 8. (Indicator 1.2)",14844,How WELL did we do it?,22050,935064,# & % of participating 5th-8th grade students assessed as at risk of becoming off-track to achieve math proficiency at or above grade level by the end of the school year (at time of enrollment),Submitted,135360,How Well,1,12,13,7
1003,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11865,631960,"Increase the number of engaging, culturally appropriate, innovative and relevant math activities for youth in grades 5 through 8. (Indicator 1.2)",14844,How WELL did we do it?,21820,935065,# & % of participating 5th-8th grade students attending 80%+ of program as scheduled (How Well) SSIC 1.2A,Submitted,135360,How Well,3,8,9,16
1004,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11865,631960,"Increase the number of engaging, culturally appropriate, innovative and relevant math activities for youth in grades 5 through 8. (Indicator 1.2)",14844,How WELL did we do it?,21821,935066,# & % of participating 5th-8th grade students completing program (as defined by program standard) (How Well) SSIC 1.2A,Submitted,135360,How Well,3,8,9,16
1005,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11865,631960,"Increase the number of engaging, culturally appropriate, innovative and relevant math activities for youth in grades 5 through 8. (Indicator 1.2)",14844,How WELL did we do it?,21825,935068,# & % of participating 6th grade students narrowing math proficiency gap by the end of the school year (even if students are not math proficient at grade level) (Better Off) SSIC 1.2A,Submitted,135360,How Well,0,0,0,3
1006,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11865,631960,"Increase the number of engaging, culturally appropriate, innovative and relevant math activities for youth in grades 5 through 8. (Indicator 1.2)",14844,How WELL did we do it?,21835,935073,# & % of participating 6th grade students passing 6th grade STAAR math assessment (Better Off) SSIC 1.2A,Submitted,135360,How Well,0,0,0,3
1007,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11865,631960,"Increase the number of engaging, culturally appropriate, innovative and relevant math activities for youth in grades 5 through 8. (Indicator 1.2)",14844,How WELL did we do it?,21827,935069,# & % of participating 7th grade students narrowing math proficiency gap by the end of the school year (even if students are not math proficient at grade level) (Better Off) SSIC 1.2A,Submitted,135360,How Well,0,0,0,3
1008,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11865,631960,"Increase the number of engaging, culturally appropriate, innovative and relevant math activities for youth in grades 5 through 8. (Indicator 1.2)",14844,How WELL did we do it?,21837,935074,# & % of participating 7th grade students passing 7th grade STAAR math assessment (Better Off) SSIC 1.2A,Submitted,135360,How Well,0,0,0,2
1009,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11865,631960,"Increase the number of engaging, culturally appropriate, innovative and relevant math activities for youth in grades 5 through 8. (Indicator 1.2)",14844,How WELL did we do it?,21829,935070,# & % of participating 8th grade students narrowing math proficiency gap by the end of the school year (even if students are not math proficient at grade level) (Better Off) SSIC 1.2A,Submitted,135360,How Well,0,0,0,2
1010,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11865,631960,"Increase the number of engaging, culturally appropriate, innovative and relevant math activities for youth in grades 5 through 8. (Indicator 1.2)",14844,How WELL did we do it?,21839,935075,# & % of participating 8th grade students passing 8th grade STAAR math assessment (Better Off) SSIC 1.2A,Submitted,135360,How Well,0,0,0,2
1011,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11865,631960,"Increase the number of engaging, culturally appropriate, innovative and relevant math activities for youth in grades 5 through 8. (Indicator 1.2)",14844,How WELL did we do it?,22044,935058,# & % of students enrolled in program who are in 5th grade,Submitted,135360,How Well,2,11,12,7
1012,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11865,631960,"Increase the number of engaging, culturally appropriate, innovative and relevant math activities for youth in grades 5 through 8. (Indicator 1.2)",14844,How WELL did we do it?,22045,935059,# & % of students enrolled in program who are in 6th grade,Submitted,135360,How Well,0,13,14,6
1013,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11865,631960,"Increase the number of engaging, culturally appropriate, innovative and relevant math activities for youth in grades 5 through 8. (Indicator 1.2)",14844,How WELL did we do it?,22046,935060,# & % of students enrolled in program who are in 7th grade,Submitted,135360,How Well,2,5,6,5
1014,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11865,631960,"Increase the number of engaging, culturally appropriate, innovative and relevant math activities for youth in grades 5 through 8. (Indicator 1.2)",14844,How WELL did we do it?,22047,935061,# & % of students enrolled in program who are in 8th grade,Submitted,135360,How Well,1,8,9,4
1015,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11865,631960,"Increase the number of engaging, culturally appropriate, innovative and relevant math activities for youth in grades 5 through 8. (Indicator 1.2)",14844,How WELL did we do it?,21831,935071,# & % total of participating 5th-8th grade students narrowing math proficiency gap by the end of the school year (even if students are not math proficient at grade level) (Better Off) SSIC 1.2A,Submitted,135360,How Well,0,0,0,11
1016,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11865,631960,"Increase the number of engaging, culturally appropriate, innovative and relevant math activities for youth in grades 5 through 8. (Indicator 1.2)",14844,How WELL did we do it?,21841,935076,# & % total of participating 5th-8th grade students passing 8th grade STAAR math assessment (Better Off) SSIC 1.2A,Submitted,135360,How Well,0,0,0,11
1017,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11865,631960,"Increase the number of engaging, culturally appropriate, innovative and relevant math activities for youth in grades 5 through 8. (Indicator 1.2)",14843,How MUCH did we do?,22049,935063,# of participating 5th-8th grade students assessed as off-track to achieve math proficiency at or above  grade level by the end of the school year (at time of enrollment),Submitted,135352,How Much,16,16,18,9
1018,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11865,631960,"Increase the number of engaging, culturally appropriate, innovative and relevant math activities for youth in grades 5 through 8. (Indicator 1.2)",14843,How MUCH did we do?,22048,935062,# total of 5th-8th grade students enrolled in program,Submitted,135352,How Much,37,37,41,22
1019,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12978,Write In,11864,631961,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14896,How MUCH did we do?,0,935079,# of participating children (grades 1-3) who show an increase in their self-concept as a reader,Submitted,135352,How Much,3,3,3,
1020,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12978,Write In,11864,631961,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14896,How MUCH did we do?,0,935077,# of participating children (grades 1-3) who show an increase in value they place on reading,Submitted,135352,How Much,3,3,3,
1021,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12978,Write In,11864,631961,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14896,How MUCH did we do?,0,935080,% of participating children (grades 1-3) who show an increase in their self-concept as a reader,Submitted,135352,How Much,33,33,36,
1022,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12978,Write In,11864,631961,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14896,How MUCH did we do?,0,935078,% of participating children (grades 1-3) who show an increase in value they place on reading,Submitted,135352,How Much,33,33,36,
587,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18532,Agency RR,73204,Agency RR Program 1,2530,Ready Children,12977,Strategy,11486,631633,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14844,How WELL did we do it?,21309,933481,# & %  of referrals of clients to other providers with clients receiving the service they were referred for within 60 days of referral (How Well),Submitted,135360,How Well,0,0,0,
588,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18532,Agency RR,73204,Agency RR Program 1,2530,Ready Children,12977,Strategy,11486,631633,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14845,Is anyone BETTER OFF?,21317,933485,# & % of caregivers of children 0-8 at lower risk to engage in abusive behavior towards children (Better Off),Submitted,135358,Better Off,0,0,0,
589,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18532,Agency RR,73204,Agency RR Program 1,2530,Ready Children,12977,Strategy,11486,631633,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14845,Is anyone BETTER OFF?,21315,933484,# & % of children 0-8 at lower risk to experience child abuse as a result of receiving appropriate care (Better Off),Submitted,135358,Better Off,0,0,0,
590,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18532,Agency RR,73204,Agency RR Program 1,2530,Ready Children,12977,Strategy,11486,631633,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14844,How WELL did we do it?,21312,933482,"# & % of participating children 0-8 completing participation in mental health, substance abuse, domestic violence and/or respite care services as per program model (How Well)",Submitted,135360,How Well,0,0,0,72
591,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18532,Agency RR,73204,Agency RR Program 1,2530,Ready Children,12977,Strategy,11486,631633,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14844,How WELL did we do it?,21313,933483,"# of caregivers of children 0-8 completing participation in mental health, substance abuse, domestic violence and/or respite care services on schedule as per program model (How Well)",Submitted,135360,How Well,1,0,0,36
592,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18532,Agency RR,73204,Agency RR Program 1,2530,Ready Children,12977,Strategy,11486,631633,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14843,How MUCH did we do?,21307,933479,"# of caregivers of children 0-8 currently participating in mental health, substance abuse, domestic violence and/or respite care services (How much)",Submitted,135352,How Much,53,54,59,
593,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18532,Agency RR,73204,Agency RR Program 1,2530,Ready Children,12977,Strategy,11486,631633,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14843,How MUCH did we do?,21305,933477,"# of caregivers of children 0-8 enrolled as participants with service providers relevant to mental health, substance abuse, domestic violence and respite care services through conducted outreach efforts (How Much)",Submitted,135352,How Much,53,5,6,60
594,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18532,Agency RR,73204,Agency RR Program 1,2530,Ready Children,12977,Strategy,11486,631633,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14843,How MUCH did we do?,21306,933478,"# of children 0-8 currently participating in mental health, substance abuse, domestic violence and/or respite care services (How Much)",Submitted,135352,How Much,77,73,80,
595,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18532,Agency RR,73204,Agency RR Program 1,2530,Ready Children,12977,Strategy,11486,631633,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14843,How MUCH did we do?,19787,933475,"# of families with children 0-8 receiving information relevant to child mental health, substance abuse, domestic violence and respite care services through outreach efforts (How Much)",Submitted,135352,How Much,0,43,47,75
596,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18532,Agency RR,73204,Agency RR Program 1,2530,Ready Children,12977,Strategy,11486,631633,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14843,How MUCH did we do?,21303,933474,# of outreach efforts conducted to recruit caregivers of children 0-8 for services (How Much),Submitted,135352,How Much,0,1,1,2
597,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18532,Agency RR,73204,Agency RR Program 1,2530,Ready Children,12977,Strategy,11486,631633,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14843,How MUCH did we do?,21302,933473,# of outreach efforts conducted to recruit children 0-8 for services (How Much),Submitted,135352,How Much,0,1,1,2
598,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18532,Agency RR,73204,Agency RR Program 1,2530,Ready Children,12977,Strategy,11486,631633,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14843,How MUCH did we do?,21308,933480,# of referrals of clients to other providers (How much),Submitted,135352,How Much,0,0,0,
599,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18532,Agency RR,73204,Agency RR Program 1,2530,Ready Children,12977,Strategy,11486,631633,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14843,How MUCH did we do?,21304,933476,"(3)# of children 0-8 enrolled as participants with service providers relevant to mental health, substance abuse, domestic violence and respite care services through conducted outreach efforts (How Much)",Submitted,135352,How Much,77,10,11,120
600,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18532,Agency RR,73204,Agency RR Program 1,2530,Ready Children,12978,Write In,11486,631634,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14896,How MUCH did we do?,0,933486,% of children mastering skills in social/emotional development checklist,Submitted,135352,How Much,0,0,0,
651,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24403,Indicator 3,18532,Agency RR,73209,Agency RR Program 2,2530,Ready Children,12977,Strategy,11845,631647,Increase and maintain the number of quality early childcare slots with priority for children ages 0 to 3 (3.1),14845,Is anyone BETTER OFF?,21562,933560,# & % of children 0-5 meeting appropriate age development milestones (Better Off),Submitted,135358,Better Off,0,0,0,341
652,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24403,Indicator 3,18532,Agency RR,73209,Agency RR Program 2,2530,Ready Children,12977,Strategy,11845,631647,Increase and maintain the number of quality early childcare slots with priority for children ages 0 to 3 (3.1),14843,How MUCH did we do?,21561,933559,# of children 0-5 assessed on age appropriate development (How Much),Submitted,135352,How Much,0,0,0,426
653,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24403,Indicator 3,18532,Agency RR,73209,Agency RR Program 2,2530,Ready Children,12977,Strategy,11845,631647,Increase and maintain the number of quality early childcare slots with priority for children ages 0 to 3 (3.1),14843,How MUCH did we do?,21564,933561,# of children 4-5 exiting (How Much),Submitted,135352,How Much,0,52,57,32
654,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24403,Indicator 3,18532,Agency RR,73209,Agency RR Program 2,2530,Ready Children,12977,Strategy,11845,631647,Increase and maintain the number of quality early childcare slots with priority for children ages 0 to 3 (3.1),14843,How MUCH did we do?,21565,933562,# of children 4-5 exiting kinder-ready (Better Off),Submitted,135352,How Much,0,30,33,22
655,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24403,Indicator 3,18532,Agency RR,73209,Agency RR Program 2,2530,Ready Children,12977,Strategy,11845,631647,Increase and maintain the number of quality early childcare slots with priority for children ages 0 to 3 (3.1),14843,How MUCH did we do?,21558,933556,# of enrolled children 0-3 (How Much),Submitted,135352,How Much,183,25,28,456
656,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24403,Indicator 3,18532,Agency RR,73209,Agency RR Program 2,2530,Ready Children,12977,Strategy,11845,631647,Increase and maintain the number of quality early childcare slots with priority for children ages 0 to 3 (3.1),14843,How MUCH did we do?,21560,933558,# of enrolled children 0-5 (How Much),Submitted,135352,How Much,260,34,37,501
657,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24403,Indicator 3,18532,Agency RR,73209,Agency RR Program 2,2530,Ready Children,12977,Strategy,11845,631647,Increase and maintain the number of quality early childcare slots with priority for children ages 0 to 3 (3.1),14843,How MUCH did we do?,21559,933557,# of enrolled children 4-5 (How Much),Submitted,135352,How Much,77,9,10,45
658,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24403,Indicator 3,18532,Agency RR,73209,Agency RR Program 2,2530,Ready Children,12977,Strategy,11846,631646,Partner with early childhood education centers to create a culture of child-centered and developmentally appropriate practices in all of the below ways: (3.2),14845,Is anyone BETTER OFF?,21578,933553,# & %  of childcare slots improved in quality through completed TRS certification or national accreditation (Better Off),Submitted,135358,Better Off,97,0,0,212
659,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24403,Indicator 3,18532,Agency RR,73209,Agency RR Program 2,2530,Ready Children,12977,Strategy,11846,631646,Partner with early childhood education centers to create a culture of child-centered and developmentally appropriate practices in all of the below ways: (3.2),14844,How WELL did we do it?,21572,933548,# & % of center leadership staff successfully completing professional development aligning with quality domains of TRS certifcation and/or national accreditation (How Well),Submitted,135360,How Well,0,0,0,5
660,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24403,Indicator 3,18532,Agency RR,73209,Agency RR Program 2,2530,Ready Children,12977,Strategy,11846,631646,Partner with early childhood education centers to create a culture of child-centered and developmentally appropriate practices in all of the below ways: (3.2),14844,How WELL did we do it?,21570,933546,# & % of teachers successfully completing professional development aligning with quality domains of TRS certifcation and/or national accreditation (How Well),Submitted,135360,How Well,0,0,0,64
661,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24403,Indicator 3,18532,Agency RR,73209,Agency RR Program 2,2530,Ready Children,12977,Strategy,11846,631646,Partner with early childhood education centers to create a culture of child-centered and developmentally appropriate practices in all of the below ways: (3.2),14843,How MUCH did we do?,21571,933547,# of center leadership staff participating in professional development aligning with quality domains of TRS certifcation and/or national accreditation (How Much),Submitted,135352,How Much,5,0,0,5
